,content_cut
42977,球球 不 倒 ， 陪你到 老 。
42978,我 和 球球 永远 在 一起
42979,谁 要 一起 玩 鸭 ！ 不是 很会 玩 这个 赛季 刚刚 回游 ， 想处 一些 队友 ， 有 想 一起 玩 的 加 我 呦 么 么 哒
42980,最 美好 的 时光 有球球 陪伴 ； 一路上 有 她 陪伴 ； 人生 中 一直 陪伴 的 又 有 多少 ， 且 行且 珍惜 。 球宝们 新年快乐 ！
42981,今天 真 幸运
42982,我 技术 更好 # 找到 最好 的 队友
42983,记录
42984,变 了 ， 永远 都 回 不到 从前 ， 现在 我 玩 一局 起码 要点 半个 小时 小红点 ， 说 什么 福利 ， 哼 ， 永远 都 不 可能 回到 从前 的 球球 大 作战 ， 那时 的 球球 大 作战 很 简单 ， 别说 玩游戏 了 点红点 都 点 不 过来 ， 整 那么 多 花里胡哨 浪费时间 ， 太 失望 了 ！
42985,那个 什么 有 可以 带 我 的 吗
42986,这球球 是 不 变得 有毒 了 ？ 这是 什么 鬼 ？
42989,以前 的 人 都 走 了 ， 带走 了 我 觉得 理所当然 的 陪伴
42990,双刷 的 随机 匹配 真坑 ， 我 居然 没有 队友 ?
42991,我 不想 说 什么 ﹁ ﹁ ， 只 知道 球球 陪伴 了 我 很多年 。 球球 不 倒 ， 思凡 陪你到 老 。
42992,今天 当上 的 超神来 打 団 吗 ？ 加 我
42993,只 可惜 你 为 我 南下 一次 是 我 此生 第一次 见 你 也 是 最后 一次 你 在 北方 有 她 了 我 在 南方 喝醉 的 夜里 喃喃 的 叫 了 无数遍 你 的 名字
42994,从 初一 开始 玩 ， 被 人 骂 成 小学 狗 ， 到 初三 中考 时候 的 淡游 技术 的确 提高 了 很多 ， 球球 一路上 改了 太多 ， 但是 初 心 依旧
42995,问 一下 各位 ， 樱桃 蛋糕 怎么 得到 。 谢谢 了 ！
42997,情人节 鸭 ， 撒狗 粮 哈哈哈哈
42999,我 不是 很 6 的 ， 我人 就 这样 有时候 不 知道 什么 时候 不玩 ， 反正 我 只要 不 骂人 的 队友 就行 。 我 不 玩 有 可能 连续 几个 月 但 不要 取关 我 就 想 不要 我 不 小心 失误 就 被 别人 取关 了
43000,找 一个 小姐姐 当 我 的 小 母猪 ?
43001,我 香蕉 猫 碎片 够 了 怎么 悦换
43002,打游戏 吗 ？ 我 有点 菜 . 请 多 包涵 . 找固 搭 . 心态 好 啊 ?
43003,为什么 听不见 别人 说话 ？ 谁能给 我 解释 解释 ？
43004,玩 了 三年 ， 感觉 很 快乐
43005,求带 啊
43006,好难 呀 多长时间 才能 出来
43007,互关 走 一波 6634963 哈哈哈哈 哈哈哈哈 哈哈哈 来 来 来 来 来 来 互关 互关 互关 互关 王者 之翼 666521
43008,我 找 。 。 。 。 。 。 。 。 。
43009,w 我 有 极光 啦
43010,感谢 求求 这 三年 带给 我们 的 快乐 。
43011,你 的 屏幕 好看 不 ， 嘿嘿嘿 ～ 超级 赞 ， 是不是
43012,球球 大 作战
43013,希望 破 400 ， 哈哈哈 关注 一下 带 你 飞
43014,我 说 gua 方 不 解决问题 还 删帖 嗯
43015,球球 老玩加 了 。 技术 还 行 ， 脾气好 ， 有 一起 玩 的 伙伴 可以 加 我 扣扣 2294263828
43016,是 时候 了
43017,这个 又 是 啥
43018,卡 bug 了
43019,达浪达 浪达浪 记录 一下 惹
43020,@ 晓通 2765 ﻿ ﻿ @ 杀魂 人 ﻿ ﻿ @ 鲸落 小可爱 ﻿ ﻿ @ 玥 兒 姐姐 ﻿ 这个 活动 是不是 没有 了 ？ 怎么 找 不到 啊 ? ? ?
43021,
43022,晚上 玩 的 人 好 少 啊 组队 都 没人 好孤单
43023,这 游戏 迟早 要 完蛋 ， 一 晚上 了 ， 队友 不是 小学生 就是 挂机 狗 ， 整天 就 想着 怎么 从 游戏 卖 皮肤 赚钱 ， 忽略 了 游戏 体验 ， 谁 还 愿意 给 你 花钱 ！
43024,什么 时候 才 可以 举报 ！ ！ ？ ？ ？ 玩游戏 可以 随便 骂人 吗 ？ ？ ？
43025,找 队友 QQ59332260 （ 微信 同号 ）
43026,happy
43027,小姐姐 打球 球嘛 我贼 nb
43028,我 看 的 顺眼 的 人 ， 我 可以 送 你 任何 东西 ， 如果 看 你 不 顺眼 ， 你 再 怎么 跟 狗 一样 巴结 我 ， 你 也 始终 是 条狗
43030,我 想 问 一下 咧 ， 这个 你们 稳赚 不 赔 ， 转 一次 要 多少 金 蘑菇 ， 我 这 一次 要 一千多 啊 ， 是不是 用 的 越 多 ， 转 的 东西 也 应该 越 好 ? ? ?
43031,第一次 玩 星际 大奖赛 ， 有点 苟不动 。
43032,仔细 看图 就 好 ！ ， 处 队友 ！ 处 队友 ！ 处 队友 ！ 重要 的 事情 说 三遍 ！ ！ ！
43033,教 我 打球 球 吧 . 我会 好好学 的
43034,自己 做 的 视频 与 逃行 实锤 真 ❤ ️ 粉 欢快 的 打球 时刻
43035,刚 回游 ， 找个 自由 队友 心态 好 ， 技术 有点 就行 q1448643456
43036,找 几个 队友 ， 可以 来 小姐姐 呀 顺便 收个 爱徒 嘿嘿
43037,尴尬 哭 了 ， 彩豆 只有 3000 ， 球球 id ： 108806
43038,很 开心 抽到 了 6 折 但是 我 依旧 买不起 哎
43039,是 真的 好看 啊
43040,一起 开黑 ？ ？ ？ ！ ！ ！ yghihfdftdddyujjjc
43041,一起 玩 吗 ？ 我 虽然 技术 不好 ， 但 也 不是 很坑 ? ?
43042,球球 这 游戏 可以 陪伴 了 我 的 童年
43044,收集 到 的 碎片 怎么 合成 ？
43045,w 我 穿 大 棉袄 ， 你们 短袖 ， 好羡慕 啊
43047,我 都 不 知道 是 魔鬼 还是 秀儿 ， 什么 情况 你们 自己 注意 看 。
43050,内部 * 帖 ﻿ @ Maybe _ cc ﻿ 反复 反复 付付付
43053,
43054,关注 我 秒 回 那种
43055,j 今天 也 要 加油 鸭 耶
43056,求 带
43057,在座 的 各位 都 是 扑街 仔 。
43058,刚 回归 ， 看到 那么 多 花里胡哨 的 页面 ， 想想 还是 最初 的 比较 好
43059,感谢 队友 ， 终于 拿 了 次 第一 了
43060,新手 求带 有没有 小姐姐
43061,最近 有些 忙 暂时性 退 了
43066,厉害 了 我 的 乖乖
43067,今日 份 掉头发 ， 头 秃
43068,老 玩家 回归 玩快 手 3 年 退游 了 1 年 只 因球球 变化 大 现在 也 慢慢 适应
43072,好气 呀 ！ 就 差 一个 护臂 ， 怎么 抽 就是 抽 不到 … …
43073,从 高一 开始 玩球 球 ， 曾经 因为 高考 退 了 一年 ， 现在 大二 了 不 知道 为什么 还 能 继续 玩 下去 ， 感觉 球球 是 我 玩过 最难 玩 的 一个 游戏 … …
43074,
43075,
43076,爱 我 的话 你 都 说 ， 爱 我 的 事 你 不 做
43077,ovo
43078,嗯 ﻿ ﻿ ﻿ ﻿ 我能 拿下 波拉 哩 星球 。 哈哈
43081,此号 马上 出售 了 ， 这些 年 感谢 你们 陪伴 😙 😙 等 我 再创 个 小号 玩吧 ● ° u ° ● ​ & nbsp ; 」
43082,五万 五 棒棒糖 出 不了 一个 大圣 ， 这个 游戏 真坑 。
43083,有没有 脾气好 的 队友
43084,第四 赛季 至今 ， 2018 - 6 - 18 回游 至今 ， 超神 我 再 一次 上 了 ， 这 一次 没有 快乐 ， 没有 在 等 的 人 ， 晚睡 等情 ， 今晚 之后 持续 一段时间 隐退 ， 感谢 陪伴 ， 会 有 那么 一天 我 在 总榜 重新 遇见 你 。
43085,运动 使 我 快乐 ！
43086,虎牙 直播 : 嘟噜 ， 球球 永不 独行
43087,
43088,突突突
43090,没 时间 玩 还 舍不得 退游 玩 了 三四年 的 游戏
43091,球球 玩 的 3.4 年 了 ， 该 走 的 都 走 了 ， 说实话 一个 也 没 留下来 。 段位 不高 但是 是 老 玩家 ， 想 一起 玩 的 关注 1 冷酷 的 小兽 先 说好 了 我 还 上学 ， 经常 不 在线
43092,找 几个 假 粉丝 ﻿ ﻿ 下面 评论 ➕ 关注
43094,玩游戏 吗 我 贼 坑
43095,真是 够 啦 不 知道 金 蘑菇 跑 那 去 啦
43097,这 是 打 的 最舒服 的 一次 派对 ， 强烈 好评
43099,网易 云热 评馆 ！
43100,球球 真 tm 好玩
43102,周杰伦 。 超人 不会 飞
43103,球球 不 倒 陪你到 老 ! ! !
43105,球球 我 陪你到 老
43106,老 玩家 回归 ， 希望 有球球 可以 跟 我 一起 创造 奇迹
43107,3 年球球 ， 大起大落 回来 了 都 是 弟弟
43108,我 还 能 坚持 多久
43110,永陪 球球 。
43111,我 只 想要 原来 的 球球 。
43112,球球 是 值得 回忆 的 游戏 ， 求助 不到 ， 我 奉陪到底 ， 想 一起 玩 的 我们 互关 一下 ， 爱 你们 哟
43113,加 我 ， ID 梦少 yo _
43114,玩球 球 三年 了 ， 我会 一直 爱球球 的 球球 不 倒 陪你到 老
43115,你们 有没有 感觉 球球 更新 了 ， 不怎么 好玩 了
43116,我 陪 了 球球 3 年 ， 到 现在 为止 。 只能 说 。 你 变 了 ， 变得 我们 不 认识 你 了 ， 不 知道 是 为什么 ， 可能 是 。 这个 游戏 。 不 在 适合 我们 了 吧 。 把 这个 游戏 ， 交给 新 一代人 吧
43117,嘿嘿嘿 家 我 一起 ， 张 大王 6
43118,拥 你 入怀 ， 却 发觉 梦 已醒 。
43119,棒棒糖 兑换 是 怎么回事 ？
43121,球球 不 倒 ， 陪你到 老 。
43122,从 一 开始 我 不会 玩 到 现在 的 喜欢 ， 都 是因为 它 ( 球球 大 作战 )
43123,哎呀呀 ， 10.0 版本 来袭 ， 嘿嘿嘿 ( ಡ ω ಡ )
43124,从 最早 还 不 知道 这 怎么 玩 的 时候 ， 就 看 别人 在 玩儿 了 慢慢 的 我 也 接触 了 这款 游戏 从 开始 的 第一个 号 到 已经 丢乐 以后 我 就 会 好好 的 珍惜 我 自己 的 球球 号 但是 时间 不 长 。 又 被盗 了 慢慢 的 ， 手机 被 我 。 去 了 咋 俩 了 ？
43126,一起 玩 的 可以 关注 我 哟 球球 不 倒 陪你到 老 爱 你们 哟
43127,球球 大 作战 ， 刚 开始 的 时候 是 我 同学 介绍 的 ， 我 6 年级 开始 玩儿 的 ， 那时 虽然 皮肤 不 多 ， 但是 玩儿 的 高兴 ， 到 了 初一 初二 的 时候 ， 我 邀 我 同学 玩儿 ， 我 同学 都 说 我 玩儿 什么 弱智 游戏 ， 我 反驳 他们 说 ， 你 会 玩儿 吗 ？ ， 先 在 我 快 升高 中 了 ， 不 知道 还 能 不能 玩 最后 ， 在 说 一句 ☞ 球球 不 倒 ， 陪你到 老 ☜
43128,好久 了 ， 感觉 就 像 昨天 ， 有过 开心 ， 也 有 过 难过 ， 感谢 陪伴 吧
43129,认识 了 你 真 好 红红火火 恍恍惚惚
43130,好 激动
43131,找 小姐姐 打大 淘沙 ， 求 关注 。
43132,我 的 师兄弟 （ 湖北 随州 龅牙 哥 ）
43133,啦 啦 啦 ， 集友 贴 唠嗑 打屁 ， 一起 游戏 。
43134,我 玩球 球 已经 三年 了 ， 希望 你 越来越 好 ~
43135,球球 大 作战 一直 在 努力 的 更新 ， 我们 也 越来越 开心 。 在 球球 大 作战 里 大喊 我们 的 口号 ！ 球球 不 倒 陪你到 老 。
43136,这个 是 什么 ， 我 怎么 不 认识
43137,球球 大 作战 我 玩 了 四年 ]
43140,已经 晚 了 30 个 赛季 ， 关注 我 我 回关 一起 打 团
43141,纯净 房 要是 能 在 智能 一点 就 好 了 ， 不 合作 也 变小 。
43142,有 找 队友 的 吗 idboy 篮球
43143,我 是 新手 ， 但 我 喜欢 玩球 球 ， 没 技术 ， 不 嫌弃 的 互关 。
43144,球球 大 作战 是 一个 * 手速 的 ， 还有 魅力 啊
43145,get more star faster than before . 更 短 的 时间 金框 。
43146,一起 嗨 ！ 在 新 一年 和 新 的 球球 和 助 大家 玩 的 开心 ！
43147,"我 玩球 球有 两年 了 , 技术 一般般 , 经常 坑 队友 , 尤其 是 那 帮 小学生 ， 气得 他们 呱呱叫 , 我 心里 别提 有 多 高兴 ."
43148,球球 ， 王者 cp +
43150,球球变 了 ， 但是 我 还是 经常 回来 看看
43151,球球 大 作战 让 我 感到 快乐
43152,来个 巨 行星 队友 我 心态 超好
43153,@ 球球 大 作战 分 分钟 490 真好 ！ （ 手动 微笑 脸 ）
43155,2019 加油 ！
43156,
43157,2019 新年快乐
43159,球球 不到 陪你到 老
43160,z 找 队友 ， 会测 涨 ， 母体 的
43161,回来 了 ， 也 有 一段时间 没 碰 吧 ， 听说 10.0 版本 球宝 不 独行 来 了 ， 回来 看看 ！
43162,今天 回归 球球 了 ！
43163,我要 金 蘑菇
43164,加油 ！ 希望 你 搬 的 越来越 好 ！
43165,人狂 性子 傲 既有 脾气 又 爱 笑 。
43166,2019 希望
43168,不 容易 啊
43169,我 第一个 找到 的 “ 2019 ” 是 球球 短 视频 中 的 结尾 在 这里 我祝球 球越 办越 好 。 还有 祝 所有 球宝 新年快乐 ， 新 的 一年 我们 一起 加油 ！ 加油 ！ 加油 ＾ ０ ＾ ~
43170,
43171,球球 不 倒 ， 陪你到 老 开始 寻找 2019 年 的 梦想 ， 祝球宝 猪 年 大吉 。 ID : 11955554
43172,2019
43174,新 的 一年 新 的 开始 新 的 一年 我要 瘦 瘦 瘦
43175,玩 了 几年 了 技术 也 就 马马虎虎 最 重要 的 时候 都 是 球球 陪 着 希望 能 找 一个 一起 玩 的 我 脾气 挺 好 喜欢 读文 哄 睡 吉他 平时 都 可以 陪 着 你 想 打球 了 打球 不想 打 了 陪 你 聊天 连麦 队友 加
43176,好不容易 找到 了 这 一张 ， 希望 球球 在 新 的 一年 里 越做越 好 ， 玩 的 人 越来越 多
43177,2019
43178,
43179,我 希望 有人 比 我 更 多
43180,我 玩 三年 了 就是 没 实名 认证 丢 了 好多 超神 号 ， 我 想 过 退游 ， 最终 我 还是 坚持 下来 了 !
43181,
43182,好长时间 没玩 了 ， 加油
43183,二拖三固 搭加 ， 要 男 的
43184,球球 从 以前 50 几 MB 到 现在 600 多 MB ， 内容 虽然 丰富 了 许多 ， 但 也 稍 显 花哨 ， 充值 入口 也 多 了 许多 ， 有 一种 “ 人比人 气死人 ” 的 感觉 了 。
43185,2019 年 希望 球球 大 作战 更好 ！
43186,球球 是 我 的 童年 的 一部分 。 虽然 技术 不好 。 但是 有 了 他 。 我 寂寞 的 时候 ， 总会 想到 玩 一下 。
43187,希望 球球 越来越 好球 球不倒 ， 陪你到 老 现在 虽然 是 个 新手 ， 通过 自己 的 努力 总会 变成 大手子 。
43188,今天 ， 无聊 的 看塔 老大 的 留言 没想到 这个 小 哥哥 发 的 让 我 心酸
43189,Ⅰ D 风 挽 衣袖 ， 找 双冠 队友 ， 要 发育 快 ， 技术 适中
43190,还是 有 机会 上 超神德 ， 好久没 打 了 ， 久违 了 球宝们
43191,一起 加油 哦
43192,2019 的 希望
43193,2019 的 希望
43194,找 队友 要 稳
43195,球球 陪伴 了 我 三年 的 时候 ， 也 从中 退游 了 几个 月 ， 见证 了 我 的 辉煌 也 见证 了 我 的 失败 ， 我 希望 有 几个 队友 一起 打 ， 段位 什么 不 重要 只要 开心 ， 假如 有 兴趣 的话 加 我 QQ1487932846
43196,emmm
43197,球球 带给 我 许许多多 的 快乐 ！ 希望 2019 快乐 继续 前行 ！
43198,球球 id 6281234 求 扩列 ， 求 陪 玩 。
43199,啦 啦 啦 ， 运气 好不好 ， 而且 都 是 在 过 完年 后 获得 的 哟 ， 你们 呢 ？
43200,想 加入 大肠 军团 的 加群 本人 id 大肠 哦 欢迎 加入 大肠 军团 ， 群聊 号码 ： 932395782
43201,大家 好 我 是 ABC258079
43203,不 文明 的 事要 杜绝 ， 比如 :
43204,处 队友 ID : 3444406 限女 娱乐 脾气好
43205,祝 各位 球宝 2019 快乐 ！
43206,更新 版本 后 这些 GG 的 都 这样 酷 了 ？ ！ 请 解释一下 ， ， 希望 以后 重视 这种 行为 ！ 净化 网络 环境 ！
43207,上 了 超神 就 想 拿 荣耀 局 啦 … … 加油 加油 加油
43209,你们 谁 知道 球球 大战 那个 宇宙 币 跟 你 换
43210,有人 玩 双冠 吗 ？ 不坑 的 来 ， 哈哈
43211,2019 花不完 的 金 蘑菇 l 啦 啦 啦 ， 来来来 ......
43212,找 队友 ， 本人 小姐姐 ， 要 花式 的 ， ID
43213,有没有 大佬 带 玩 啊 ？ 没有 的话 我 等 会 再 问 ！
43214,
43215,
43216,@ AoL 沫 大大
43217,就 问 一下 ， iphoneX 的 误触 你们 是 怎么 解决 的 ？
43218,哈哈哈 开心
43219,? ? 已经 玩 了 三年 多 了 到 现在 不会 中吐 ， 不会 测张 ， 不会 母体 ， 三年 就 上 过 一次 超神 有没有 长期 玩 的 带 带 我 最好 是 小姐姐 ? ?
43220,我 玩 了 3 年 了 ， 谁 能 陪 我 回归 飞上 超神
43221,找个 队友 ， 最好 是 小姐姐 长期 在线 ， 绝对 会
43222,今天 在 这里 我 非常感谢 球球 ， 让 我 也 上 了 一回 王者 。 给予 了 我 稀有 的 极光 ， 开心 死 啦 。 感谢 球球 ， 我会 玩 你 1 万年 。 老铁们 也 砸 到 了 稀有 的 极光 吗 ？
43224,远古 雪山 ， 有善 的 心 ， 怎么 完成 啊 ！ ！ ！
43225,好看
43226,这 游戏 福利 很多 ， 好 好玩
43227,捕捉 你们 这群 小可爱
43229,有 一起 玩 的 吗 ？
43230,希望 大家 可以 支持 一下 谢谢 ， 求 各位 大佬 留言 ID 快手 思源 呢 谢谢 了
43231,1600 + dd 可连麦 ， 花式 均 可 ， 有意 详聊 。
43232,情人节 快乐
43233,关注 一下 一起 玩 呗 ？ 心态 ， 技术 ， 稳稳 哒 。
43234,找个 厉害 的 双 逃 队友 id 很皮
43235,账号 : 28828856 搜索 互关 一起 !
43236,我 的 球球 段位 终于 升 到 王者 了
43237,找球球 队友 ， 心态 好 。 加 qq2120526190
43238,球球 名字 平哥 1314666 了解 一下
43239,各位 球宝们 大家 好 我 应该 不算 三年 老 玩家 因为 退年 过 一年 之后 听说 球球 又 火 了 所以 又 回归 了 应该 玩 了 两年 吧 我 呢 只 想 找 一个 队友 坑不坑 无所谓 不 骂人 的 心态 好 就算 死 了 也 没关系 如果 有加 关注 吧 ！ 就算 球球 不火 了 我 也 一直 会 陪伴着 他 就 像 我们 经常 说 的 一句 话 球球 不 倒 ， 陪 你 倒 老 加油 ！
43240,膜拜 ， 希望 我 也 能 登顶 成功 吧 ｡ ◕ ‿ ◕ ｡
43241,好久不见 啊 ， 一转眼 退游 了 一年 半 ， 时间 过得 好 快 呀 。
43242,庆祝 粉丝 600 。 虽然 我 偶尔 缺席 几个 赛季 。 然而 粉丝 热情 识货 。
43243,球球 进化 等级 61 级 了 ， 这 两个 狗狗 还 蛮 可爱 的 ， 一看 就 不是 单身 狗 ～ @ 纤草
43244,这不坑 钱 嘛 。 。
43245,跟 你们 讲 一个 笑话 ， 我 没有 续年 卡 ， 骗 不到 小姐姐 留言 啦 ~
43246,这 可 咋 过
43247,处友 不 ? ? ? QQ ： 571086391
43248,撒撒 欧气 ， 说不定 球宝们 也 能 开 着 呢
43249,正在 等 上 图
43250,
43251,谁 知道 远古 雪山 五号 营地 第一个 任务 是 什么
43252,亲
43253,好 无聊
43254,为什么 辣 么 多 的 人会 觉得 却 能量 块 。 。 。 我 却 这 我 多 ， 其实 是因为 。 。 。 。 我 没有 其他 材料 ～
43255,有处 cp 的 吗 ～ ～ ～ ？ ！ ！ ！ ！
43256,咦 。 有 啥 区别 。 。 一个 环球 火箭 一个 旋绕 火箭
43257,粉丝 有点 少 ， 缺 队友 中 。
43258,本人 超神 ， 找 队友 ， 一起 打 。 ↓
43259,新 的 一年 ， 为了 目标 努力 啦 ！ ！ 加油 鸭
43260,woc ， 这么 背 的 运气 ， 我 * ， 就 差 一个 氧气瓶 没有 的
43261,第一次 上 100 星
43262,阿
43263,关注 玮 女 玮 女 随机 带团 订阅 玮 女 不 迷路
43265,233 班有 窝 的 心动
43266,双冠 一天 了 老 是 容易 匹配 不到 人 什么 原因 ， 大佬 给 解释一下
43267,
43268,曾经 的 球球 不会 骂人 只会 默默地 吃豆豆 三年 过去 了 似乎 变 了
43269,这个 bug 厉害
43270,一个 人 的 夜 ， 我 的 心 ， 应该 放在 哪里 拥抱 过后 ， 我 的 双手 应该 摆在 哪里
43271,[ 中等 球友 缓缓 飘过 ] 处 队友 ， 好脾气 ， 技术 过关 不 骂人 熟悉 之后 免费 借号 送 留言 / 有意者 ＋ Q : 2906407648 （ 备注 好 自己 是 球球 大 作战 的 ）
43273,找个 队友 打单 能 踩 球 打团 能 稳 最 重要 的 脾气 心态 要 好
43274,绑定 手机号 丢 了 ， 以为 买 了 个 改名 卡 就 可以 改名 ， 没想到 还是 要 手机号 。 ?
43276,今 * 份 的 礼物 ： 魔法 帽 一顶 ， 十二点 抽
43279,卡点 没 毛病
43280,貌似 没 谁 了 吧
43281,好 无聊 啊
43282,为什么 在 一个 正常 区域 内会 变色 一会 正常 一会 红色
43284,午安
43285,哎哟 妈呀 再 不敢 喝 奶茶 啦
43286,我 想 知道 我花 380 金 蘑菇 买 的 这个 东西 有 什么 用
43287,奕 柏 ☺ 螃蟹 ， 巴士 ☺ 飞机
43288,
43289,退游 一年 半 ， 兄弟 们 回来 了
43290,呵 啦 啦 啦 啦 啦 啦 啦 啦 啦 啦 啦 啦 啦
43291,上个月 的 拉力赛 获得 的 奖励 ， 兑换 皮肤 道具 到 现在 都 没有 地方 兑 ， 球球 你 不 解释一下 嘛 ？ ？ ？ ﻿ @ 球球 大 作战
43292,告诉 你们 ， 我 的 脸 可不是 面团 捏 的 ﻿ @ 七一 1234 ﻿ ﻿ @ 天天 吃 澳龙
43295,我 都 没 干什么 。
43296,杀 一 人为 罪 屠万 人为 王 ， 杀得 万万 人 方 为 王中王 王中王 火腿肠 一节 更 比 六节 强 三百年 九芝堂 治 * 亏 不 含糖 果冻 我要 喜之郎
43297,回来 了
43298,球球 越来越少 人 了 … …
43299,我 想 知道 这么 多 这个 有 啥 用 啊 ？ 又 不 可以 送人 → _ → 。 。 。
43300,回来 一段时间 了 。 怎么 不见 我 的 好友 上线 呀 ！
43301,这个 不错 哟
43302,今生 无缘 、 来事 再 遇 ❤ ️ 今生 无 分 、 来事 再 爱
43304,球友 们 这 一期 的 天文 学院 * 了 没
43305,妙手 神 队友 球球 交流 群 qq794079777
43306,有 谁 是 段友 ？
43307,快手 搜索 是 宇仔 每天 直播 精彩 不 限
43308,游戏 那么 小 ， 卡 的 一批 ， 不是 队友 卡 就是 自己 卡 ， 搞笑 吗 ， 整天 出新 皮肤 ， 挤压 内存空间 嘛 ， 就 问 你 几个 意思 ， *
43309,一哄 就 好 的 女孩 你 凭 什么 不 珍惜
43310,我 想 一夜 暴富
43311,实力 宠粉 ， 有会 玩 的 ， 心态 好 的 关注 ， 我 这个 人 段位 看得 不 重要 ， 所以 一 起来 玩吧 ， 嘻嘻
43313,星云 关键词 真的 好美 ！
43314,害死 人 这 游戏 ， 不是 这个 游戏 脾气 也 不会 这么 坏
43315,删 了 试试看 咔 咔 咔 咔 咔 咔 扩
43316,把 这 喝 了
43319,
43320,互刷 礼物 的 有没有 ？ 有礼 必回
43321,@ 菜鸟 91 ﻿ 是 个 傻子 。 还有 ﻿ @ 菜鸟 92 ﻿ 丨
43322,我 怎么 玩儿 不 知道 哪个 是 红 刺 哪个 是 正常 的 刺
43323,对方 申请 做 你 心尖 尖上 的 宝贝 同意 还是 接受
43325,
43326,帅 鸭 ！
43327,这盾 还行 吧 （ 老瘋 ）
43328,520 个盾
43329,* * 妹狗 运气 故意 针对 我 ? ? * ? ? ? ?
43330,有 打团 的 吗 4 年 的 老 玩家 了
43331,打卡
43333,想 找 一个 女生 除了 一起 打球 球 ， 还 能 一起 吃饭 的 那种 ( 〃 ° ° 〃 ) ﾉ [ ⑅ ]
43334,有没有 一起 写 完字 的 朋友 呀 ！ 偶尔 玩玩 ！ 欢迎 大家 来 哟 ！ id 风潇 浪子
43335,感谢 有 你
43336,球球 现在 这么 sao 了 吗 ？
43337,玩 几年 了 还是 没什么 技术
43338,老 玩家 退游 了 ， 球球 的 坑 比越 多 了
43339,有些 好友 突然 把 你 取关 了 其实 就是 认为 你 不 重要 仅此而已 ！
43340,希望 球球 还 像 以前 那个 样子 吧
43341,一个 人 打 魔王 奖励 就是 少
43342,运气 还 不错
43343,跟风
43345,球球 最怕 的 就是 没有 队友 ?
43346,没有 队友 谁 要 我 这个 队友
43347,找 队友 ， 脾气好 ， 老手
43348,玩 了 三年 ， 我 是 一个 老 玩家 ， 没有 充过 一分钱
43349,摘下 路灯 给 你 ， 你 要 的 全都 给 你 ? ， 大 晚上 穿 睡衣 出去 拍照 ?
43350,找 一波 素质 队友 ， 之前 号 丢 了 ， 新 号
43351,阳光 不燥 ， 微风 正好 ， 球球 年轻 ， 我 还 未 老
43352,没 啥 故事
43353,想 问 大家 下 ， 我开 的 流量 ， 是 4G ， 但 还是 服务器 神游 中 2 额 … 搞不懂 ， 难道 我 更新 版本 了 ， 手机 跟不上 时代 了 ?
43354,我 是 一名 老 玩家 会测 涨 花式 都 会 听说 球球 大 作战 已经 回归 老 版本 了 ， 我 也 就 回归 了 ， 曾经 因为 充钱 活动 而 退游
43355,今天 的 mv 真的 非常 感动 ， 祝球球 大 作战 越来越 好 ， 想要 鎏金 太阳能 板 和 圣光 材料
43356,三年 了
43357,
43359,自由 模式 进不去 ， 你们 有没有 这种 状况 ， 好像 好多 模式 都 是 这样 ， 观看 也 一样 ？ 是不是 我 手机 问题 ？ 还是 游戏 Bug ？ ？
43360,不忘 初心 ， 方得 始终
43361,偶遇 董系长 被 我们 打到 跪
43362,单身 狗 的 独木舟 屹立 不倒 ！
43363,我 在 球球 虽然 玩 的 时间 不到 3 年 ， 可是 我 玩 了 2 年 ， 但 我 从来 没有 想过 要 放弃 球球 ， 我 爱球球
43364,。 。 。 。 。 。 。 。 。 。
43365,。 。 。 ，
43366,球球 陪 我 了 很 久 ， 球球 不到 ， 陪你到 老 。
43367,哈哈 ， 球球 大 作战 真好玩
43368,球球 大 作战 是 我 玩 的 一个 游戏 ， 所以 我 到 现在 还 在 玩 ， 我 玩球 球大 作战 已经 两年 了 。
43369,可否 给 废人 一条 暖心 留言 ？
43370,大逃杀 的 钛 金 宝箱 怎么 得 不了 啊 ？
43371,找个 长久 对 有 含有 3 个 小伙伴 开学 充榜 有 的 关注 我 留个 言说 一下
43372,各位 球友 么 ， 这 啥 情况 啊 。 。 。
43373,找 几个 稳 的 队友
43374,好 坑 啊 ， 越想 越 可怕 。
43376,作为 一个 老 玩家 再 更新 我 也 一直 保持 最 原始 的 状态
43377,巨 行星 + 逃杀 + 迷雾 + y +
43378,谁 能 陪 我 一起 打球 球 呀 .
43379,
43380,曾经 的 球球 是 多么 美好
43381,球球 又 回来 了 ， 又 回到 以前 了 ， 可是 他们 都 不 在 了 ?
43382,爱 玩球 球 的 加 好友 ， 一起 玩 。
43383,我 是 轩轩 ， 玩球 球 两年 了 ， 非常 喜欢 这个 游戏 。 我 想 找 一些 会 玩 的 可以 带 我 的 长期 队友 ， 我 可以 长时间 在线 打 ， 谢谢 。
43384,有没有 球友 一起 玩 的 ， 真心 处 朋友 。
43385,气死我
43387,方燕丹 ， 我 最最 最 可爱 的 猪
43388,充值 后 不到 账 。 钱 是 收 了 苹果 售后 叫 我 找 游戏 开发 。 游戏 开发 叫 我 找 苹果 售后 。 各种 没 人 处理 。 玩 了 那么 久 。 突然 觉得 这 游戏 好难 。
43389,玩球 球 就 差不多 两年 了 是 朋友 介绍 给 我 玩 的 六年级 开始 玩 了 现在 初二 啦
43390,速度
