uid,BuildRoomMgr-AddRoom,BuildRoomMgr-StartRoom,GM-封号,GM-收到指令,LBS-加声望,LBS-开始BOSS战,LBS-赛季结算,RPC-匹配模式,RPC-团队生存模式,RPC-大球匹配模式,RPC-新手自由匹配模式,RPC-机器人匹配模式,RPC-自由匹配模式,RPC-闪电战模式,Redis-responseError,Show-增加最炫次数,advert-奖励,advert-用户可看到广告,advert-用户点击广告,geo-玩家删除位置信息,lbs-速度限制切换后台,七日签到-补签-货币数量不足,上报-统计数据,上线-已在线,下线-队长下线,二级密码-验证成功,人气-增加人气,任务-增加进度,信息-本地安装信息,关系-id错误,关系-添加关注,分享-只能通过找回获取,分享-可疑ip-超过天查看次数,分享-棒棒糖,分享-登录-放在挂起列表,分享-结算-还需玩几局,分享-胡萝卜,分享-设置模拟器标识,分享-超过查看次数,分享-重复查看,匹配-加入队伍,匹配-开始游戏,匹配-新建房间,发现-低热门推荐发现玩家,发现-发现关注,发现-标签推荐发现玩家,发现-热门推荐发现玩家,发现-用户设置不让别人发现,发现-相同兴趣发现玩家,发现-附近发现玩家,召回-注册时间太短,合成-完成,商店-删除材料道具时间,商店-加经验,商店-开CD宝箱,喜欢-免费,喜欢-统计,回归活动-活动时间已经结束,回归活动-游戏次数或段位不够,回归活动-领取奖励成功,团战生存-开始匹配,团队生存-匹配加入队伍,团队生存-匹配发送同步信息,团队生存-匹配新建房间,团队生存-收到同步信息,团队生存-队伍已解散,大球匹配-加入匹配房间,大球匹配-匹配,大球匹配-匹配等待中,大球匹配-开始匹配,大球匹配-新建房间,宝箱-开启成功,宝箱-开宝箱掉落,宝箱-添加成功,宝箱-清CD成功,宝箱-领取成功,巅峰团战-不是团战或者类型不一致,幸运轮盘-购买成功,序列-不计算,序列-获取,序列-设置,强制关注-关注间隔时间未到,强制关注-获取附近的人失败,战队-删除失败,战队-开始游戏,战队-战队已解散,战队-邀请加入战队,战队-队员积分变化,房间-人数不够,房间-开始游戏,"房间结束-观战房间结束,",手速大比拼-单机手速开始,手速大比拼-单机手速结算,手速大比拼-开始比赛,手速大比拼-获取手速信息,手速大比拼-设置手速分数,技巧训练-开始检查扣分,技巧训练-技巧升级,技巧训练-技巧赛季结算,技巧训练-计算积分加成,推送-发送成功,数值-增加,数值-增加送礼积分,数值-扣除,数据-添加关注,数据-赛季不一致,数据预警-解析日志失败,新手匹配-设置新手匹配状态,新手自由-新手自由匹配档位,新手自由匹配-加入匹配房间,新手自由匹配-匹配,新手自由匹配-匹配开始游戏,新手自由匹配-匹配等待中,新手自由匹配-开始匹配,新手自由匹配-开始比赛,新手自由匹配-断线重连,新手自由匹配-新建房间,新手自由匹配模式-更新段位数据,新手自由匹配模式-检查分流情况,服务-未找到玩家所在服务器,查看-棒棒糖,查看-胡萝卜,梦幻挑战-抽卡产出,段位-升级,注册-创建球球号,注销-下线,注销-玩家下线,注销-玩家被别的进程T出去,活动-十连抽,活动-累计充值配置错误,玩家-连接超时,留言-点赞,留言-点赞成功,留言-留言成功,留言-留言没连网关,登录-上线,登录-初始化成功,登录-发现重复登录,登录-找不到注册设备号,登录-指令回放,登录-收到初始化,登录-收到登录请求,登录-登录验证成功,登录-绑定服务器,登录-认证通过,礼物-获得礼物,离线同步-上线同步,签到-添加失败,签到-签到成功,签到-领取奖励成功,组队-不在邀请列表中,组队-创建队伍,组队-发送同步信息,组队-已在其它人队伍中,组队-开始匹配,组队-开始游戏,组队-收到同步信息,组队-队伍人数已满,经验-增加,结算-Boss模式,结算-bigball,结算-勇者积分,结算-团队生存,结算-团队生存个人结算,结算-团队生存勋章,结算-更新能力值,结算-组队统计,结算-结算成功,结算-结算无效,结算-结算生存成功,结算-自由/组队,综合评分-赛季结算,群组-超时,聊天-创建聊天群组,聊天-加入聊天群组,聊天-离开群组中没找到该玩家,聊天-离开聊天群组,聊天-私聊,聊天-私聊权限不是互关好友无法聊天,聊天-群聊,聊天-自身消息回溯屏蔽,聊天-获取群组中没找到该玩家,自建房-段位不够,自由匹配-加入匹配房间,自由匹配-匹配,自由匹配-匹配开始游戏,自由匹配-匹配等待中,自由匹配-开始匹配,自由匹配-开始比赛,自由匹配-收到同步信息,自由匹配-新建房间,自由匹配-获取数据,观战-创建新的观战房间,解锁技巧-触发条件解锁,许愿池2-活动序列特配进度,许愿池2-许愿成功,设备-添加本地设备,请求广告-不播放广告,请求广告-没有玩过游戏,请求广告-玩游戏时间过长,赛事-增加经验,赛事-打call券不足,赛事-打call失败,赛季-加分-赛季结束,赛季-结算成功,赛季-重置,转发-未找到玩家,转发-获取玩家所在网关失败,转发-重复发送,送礼-初始化充值蘑菇,送礼-获取有价值人气值,送礼-送礼金钱不足或送礼功能被封,道具-删除成功,道具-加载皮肤,道具-批量添加,道具-添加成功,道具-激活成功,道具-超时删除,铁匠铺-加幸运值,铁匠铺-加经验,门票-购买成功,防沉迷-通知,飞船-加经验,黑卡-设置活跃玩家
1127717430,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,2,,,1,,,1,,,1,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,2,,1,1,,,,2,,,,,,,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,
1127786911,,,,,,,,,,,8,,,,8,,,,,,,,,,,,,6,,,,,,,,,,14,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,,,,,8,6,7,2,6,8,2,,,1,16,,,,,,,8,14,,,14,,,,,,8,14,,,,,49,20,14,14,4,,,1,,,,,,,1,,,8,,,7,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,5
1127948911,,,,,,,,,,,2,,,,10,1,,,,5,,,,,,,,2,,,,,,1,,,1,5,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,18,,,,,,,2,1,1,,1,2,,1,1,,6,,5,5,,,,3,5,,,5,,,,,,3,5,,,2,,3,,5,5,,5,,1,,,,,,,2,,,2,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,,,,,,,,2
1128251441,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,3,,,1,,,1,,,1,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,,2,2,,,,,2,,,2,,1,1,,,,2,,,,,,,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,
1128358911,,,,,,,,,,,1,,,,5,,,,,3,,,,,,,,3,,,1,,,1,,,1,3,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,2,,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,11,,,1,,,,1,1,1,,1,1,,,,,2,,3,3,,,,1,3,,,3,,,,,,1,3,,,,,1,,3,3,,3,,1,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,1
1128851021,,,,,,,,,,,7,,,,18,,,,,2,,,,,,,,12,,,,,,1,,,1,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,4,,1,,,,,,5,2,,,,,,,,,,,,,,,,,,,14,,,,,,,7,5,5,2,5,7,2,1,,3,16,,2,2,,,,2,2,,,2,,,,,,2,2,,,,,8,,2,2,,2,,1,,,,,,,3,,,7,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,8,4,2,,,,,,,,7
1128880308,,,,,,,,,,,8,,,,18,2,,,,3,,,,,,,,12,,,2,,,1,,,1,3,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,,3,,4,,2,,,,,,5,2,,,,,,,,,,,,,,,,,,,18,,,2,,,,8,4,6,2,4,8,2,,2,3,16,,3,3,,,,2,3,,,3,,,,,,2,3,,,,,9,,3,3,,3,,1,,,,,,,2,,,8,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,8,6,4,,,,,,1,,6
1129270511,,,6,6,,,,,,,6,,,,6,,,,,,,,,,,,,6,,,,,,,,,,12,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,,,6,2,4,4,2,6,4,,,,12,,,,,,,6,12,,,12,,,,,,6,12,,,,,63,18,12,12,1,,,1,,,,,,,2,,,6,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,3
1129588708,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129591821,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129593108,,,6,6,,,,,,,,,,,2,,,,,,,,1,,,,,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,17,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,1,1,,1,,,1,1,1,1,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,1,,,,,,,,
1129616841,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129621241,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,6,2,,,,,,,,
1129647630,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,6,2,,,,,,,,
1129652030,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129663830,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129698021,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129737621,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,5,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,1,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,
1129739241,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129753821,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,2,,,,1,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129755108,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129755441,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129766908,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129771641,,,6,6,,,,,,,,,,,2,,,,,,,,1,,,,,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,17,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,1,1,,1,,,1,1,1,1,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,4,1,,,,,,2,,
1129809630,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,2,,1,1,,,,,,,1,,,,,,,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129810908,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129814030,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129830230,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,
1129876221,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129883511,,,6,6,,,,,,,,,,,2,,,,,,,,1,,,,,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,13,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,1,1,,1,,,1,1,1,1,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,1,,,,,,,,
1129889641,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129892421,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,6,2,,,,,,,,
1129904021,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,1,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129906911,,,,,,,,1,,,1,,,,9,,,,,,,,25,,,,,10,1,,,,,,1,2,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,2,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,8,,,,,,1,1,,1,1,,1,1,,,1,7,,,,,,1,1,1,,1,1,,,,,,1,1,,,,,1,,1,1,,1,,,,,1,1,1,1,,,,2,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,2,5,2,,,,,,,,2
1129915821,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129917108,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129917441,,,,,,,,,,,15,,,,17,4,,,,,,,5,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,1,15,7,9,4,7,15,4,,4,3,30,,,,,,1,1,1,,,1,,,,,,1,1,,1,,,15,,1,1,,,,1,,,,,,,6,,,8,,,,,,,,,6,9,,,,,,,,,,,,,,393,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,15,2,1,,,,,,2,,7
1129928908,,,6,6,,,,,,,,,,,2,,,,,,,,1,,,,,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,19,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,1,1,,1,,,1,1,1,1,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,1,,,,,,,,
1129933308,,,,,,,,,,,5,,,,21,,,,,,,,40,,,,,13,1,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,1,,,,,,,,,,,,,,,,2,,,4,,,,,,1,5,5,4,,5,5,,2,,2,25,,,,,,1,5,6,,,6,2,,,,,5,6,,,,,7,,6,6,,6,,,,,,,,,3,,,4,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,1,,,,7,1,1,,,,,,,,2
1129933641,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129948230,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1129964430,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1130003230,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
1130056511,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,14,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,4,2,,,,,,,,
